,0,1,2
433,ư,LATIN SMALL LETTER U WITH HORN (U+01B0),c6b0
434,Ʊ,LATIN CAPITAL LETTER UPSILON (U+01B1),c6b1
435,Ʋ,LATIN CAPITAL LETTER V WITH HOOK (U+01B2),c6b2
436,Ƴ,LATIN CAPITAL LETTER Y WITH HOOK (U+01B3),c6b3
437,ƴ,LATIN SMALL LETTER Y WITH HOOK (U+01B4),c6b4
438,Ƶ,LATIN CAPITAL LETTER Z WITH STROKE (U+01B5),c6b5
439,ƶ,LATIN SMALL LETTER Z WITH STROKE (U+01B6),c6b6
440,Ʒ,LATIN CAPITAL LETTER EZH (U+01B7),c6b7
441,Ƹ,LATIN CAPITAL LETTER EZH REVERSED (U+01B8),c6b8
442,ƹ,LATIN SMALL LETTER EZH REVERSED (U+01B9),c6b9
443,ƺ,LATIN SMALL LETTER EZH WITH TAIL (U+01BA),c6ba
444,ƻ,LATIN LETTER TWO WITH STROKE (U+01BB),c6bb
445,Ƽ,LATIN CAPITAL LETTER TONE FIVE (U+01BC),c6bc
446,ƽ,LATIN SMALL LETTER TONE FIVE (U+01BD),c6bd
447,ƾ,LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE (U+01BE),c6be
448,ƿ,LATIN LETTER WYNN (U+01BF),c6bf
449,ǀ,LATIN LETTER DENTAL CLICK (U+01C0),c780
450,ǁ,LATIN LETTER LATERAL CLICK (U+01C1),c781
451,ǂ,LATIN LETTER ALVEOLAR CLICK (U+01C2),c782
452,ǃ,LATIN LETTER RETROFLEX CLICK (U+01C3),c783
453,Ǆ,LATIN CAPITAL LETTER DZ WITH CARON (U+01C4),c784
454,ǅ,LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON (U+01C5),c785
455,ǆ,LATIN SMALL LETTER DZ WITH CARON (U+01C6),c786
456,Ǉ,LATIN CAPITAL LETTER LJ (U+01C7),c787
457,ǈ,LATIN CAPITAL LETTER L WITH SMALL LETTER J (U+01C8),c788
458,ǉ,LATIN SMALL LETTER LJ (U+01C9),c789
459,Ǌ,LATIN CAPITAL LETTER NJ (U+01CA),c78a
460,ǋ,LATIN CAPITAL LETTER N WITH SMALL LETTER J (U+01CB),c78b
461,ǌ,LATIN SMALL LETTER NJ (U+01CC),c78c
462,Ǎ,LATIN CAPITAL LETTER A WITH CARON (U+01CD),c78d
463,ǎ,LATIN SMALL LETTER A WITH CARON (U+01CE),c78e
464,Ǐ,LATIN CAPITAL LETTER I WITH CARON (U+01CF),c78f
465,ǐ,LATIN SMALL LETTER I WITH CARON (U+01D0),c790
466,Ǒ,LATIN CAPITAL LETTER O WITH CARON (U+01D1),c791
467,ǒ,LATIN SMALL LETTER O WITH CARON (U+01D2),c792
468,Ǔ,LATIN CAPITAL LETTER U WITH CARON (U+01D3),c793
469,ǔ,LATIN SMALL LETTER U WITH CARON (U+01D4),c794
470,Ǖ,LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON (U+01D5),c795
471,ǖ,LATIN SMALL LETTER U WITH DIAERESIS AND MACRON (U+01D6),c796
472,Ǘ,LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE (U+01D7),c797
473,ǘ,LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE (U+01D8),c798
474,Ǚ,LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON (U+01D9),c799
475,ǚ,LATIN SMALL LETTER U WITH DIAERESIS AND CARON (U+01DA),c79a
476,Ǜ,LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE (U+01DB),c79b
477,ǜ,LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE (U+01DC),c79c
478,ǝ,LATIN SMALL LETTER TURNED E (U+01DD),c79d
479,Ǟ,LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON (U+01DE),c79e
480,ǟ,LATIN SMALL LETTER A WITH DIAERESIS AND MACRON (U+01DF),c79f
481,Ǡ,LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON (U+01E0),c7a0
482,ǡ,LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON (U+01E1),c7a1
483,Ǣ,LATIN CAPITAL LETTER AE WITH MACRON (U+01E2),c7a2
484,ǣ,LATIN SMALL LETTER AE WITH MACRON (U+01E3),c7a3
485,Ǥ,LATIN CAPITAL LETTER G WITH STROKE (U+01E4),c7a4
486,ǥ,LATIN SMALL LETTER G WITH STROKE (U+01E5),c7a5
487,Ǧ,LATIN CAPITAL LETTER G WITH CARON (U+01E6),c7a6
488,ǧ,LATIN SMALL LETTER G WITH CARON (U+01E7),c7a7
489,Ǩ,LATIN CAPITAL LETTER K WITH CARON (U+01E8),c7a8
490,ǩ,LATIN SMALL LETTER K WITH CARON (U+01E9),c7a9
491,Ǫ,LATIN CAPITAL LETTER O WITH OGONEK (U+01EA),c7aa
492,ǫ,LATIN SMALL LETTER O WITH OGONEK (U+01EB),c7ab
493,Ǭ,LATIN CAPITAL LETTER O WITH OGONEK AND MACRON (U+01EC),c7ac
494,ǭ,LATIN SMALL LETTER O WITH OGONEK AND MACRON (U+01ED),c7ad
495,Ǯ,LATIN CAPITAL LETTER EZH WITH CARON (U+01EE),c7ae
496,ǯ,LATIN SMALL LETTER EZH WITH CARON (U+01EF),c7af
497,ǰ,LATIN SMALL LETTER J WITH CARON (U+01F0),c7b0
498,Ǳ,LATIN CAPITAL LETTER DZ (U+01F1),c7b1
499,ǲ,LATIN CAPITAL LETTER D WITH SMALL LETTER Z (U+01F2),c7b2
500,ǳ,LATIN SMALL LETTER DZ (U+01F3),c7b3
501,Ǵ,LATIN CAPITAL LETTER G WITH ACUTE (U+01F4),c7b4
502,ǵ,LATIN SMALL LETTER G WITH ACUTE (U+01F5),c7b5
503,Ƕ,LATIN CAPITAL LETTER HWAIR (U+01F6),c7b6
504,Ƿ,LATIN CAPITAL LETTER WYNN (U+01F7),c7b7
505,Ǹ,LATIN CAPITAL LETTER N WITH GRAVE (U+01F8),c7b8
506,ǹ,LATIN SMALL LETTER N WITH GRAVE (U+01F9),c7b9
507,Ǻ,LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE (U+01FA),c7ba
508,ǻ,LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE (U+01FB),c7bb
509,Ǽ,LATIN CAPITAL LETTER AE WITH ACUTE (U+01FC),c7bc
510,ǽ,LATIN SMALL LETTER AE WITH ACUTE (U+01FD),c7bd
511,Ǿ,LATIN CAPITAL LETTER O WITH STROKE AND ACUTE (U+01FE),c7be
512,ǿ,LATIN SMALL LETTER O WITH STROKE AND ACUTE (U+01FF),c7bf
513,Ȁ,LATIN CAPITAL LETTER A WITH DOUBLE GRAVE (U+0200),c880
514,ȁ,LATIN SMALL LETTER A WITH DOUBLE GRAVE (U+0201),c881
515,Ȃ,LATIN CAPITAL LETTER A WITH INVERTED BREVE (U+0202),c882
516,ȃ,LATIN SMALL LETTER A WITH INVERTED BREVE (U+0203),c883
517,Ȅ,LATIN CAPITAL LETTER E WITH DOUBLE GRAVE (U+0204),c884
518,ȅ,LATIN SMALL LETTER E WITH DOUBLE GRAVE (U+0205),c885
519,Ȇ,LATIN CAPITAL LETTER E WITH INVERTED BREVE (U+0206),c886
520,ȇ,LATIN SMALL LETTER E WITH INVERTED BREVE (U+0207),c887
521,Ȉ,LATIN CAPITAL LETTER I WITH DOUBLE GRAVE (U+0208),c888
522,ȉ,LATIN SMALL LETTER I WITH DOUBLE GRAVE (U+0209),c889
523,Ȋ,LATIN CAPITAL LETTER I WITH INVERTED BREVE (U+020A),c88a
524,ȋ,LATIN SMALL LETTER I WITH INVERTED BREVE (U+020B),c88b
525,Ȍ,LATIN CAPITAL LETTER O WITH DOUBLE GRAVE (U+020C),c88c
526,ȍ,LATIN SMALL LETTER O WITH DOUBLE GRAVE (U+020D),c88d
527,Ȏ,LATIN CAPITAL LETTER O WITH INVERTED BREVE (U+020E),c88e
528,ȏ,LATIN SMALL LETTER O WITH INVERTED BREVE (U+020F),c88f
529,Ȑ,LATIN CAPITAL LETTER R WITH DOUBLE GRAVE (U+0210),c890
530,ȑ,LATIN SMALL LETTER R WITH DOUBLE GRAVE (U+0211),c891
531,Ȓ,LATIN CAPITAL LETTER R WITH INVERTED BREVE (U+0212),c892
532,ȓ,LATIN SMALL LETTER R WITH INVERTED BREVE (U+0213),c893
533,Ȕ,LATIN CAPITAL LETTER U WITH DOUBLE GRAVE (U+0214),c894
534,ȕ,LATIN SMALL LETTER U WITH DOUBLE GRAVE (U+0215),c895
535,Ȗ,LATIN CAPITAL LETTER U WITH INVERTED BREVE (U+0216),c896
536,ȗ,LATIN SMALL LETTER U WITH INVERTED BREVE (U+0217),c897
537,Ș,LATIN CAPITAL LETTER S WITH COMMA BELOW (U+0218),c898
538,ș,LATIN SMALL LETTER S WITH COMMA BELOW (U+0219),c899
539,Ț,LATIN CAPITAL LETTER T WITH COMMA BELOW (U+021A),c89a
540,ț,LATIN SMALL LETTER T WITH COMMA BELOW (U+021B),c89b
541,Ȝ,LATIN CAPITAL LETTER YOGH (U+021C),c89c
542,ȝ,LATIN SMALL LETTER YOGH (U+021D),c89d
543,Ȟ,LATIN CAPITAL LETTER H WITH CARON (U+021E),c89e
544,ȟ,LATIN SMALL LETTER H WITH CARON (U+021F),c89f
545,Ƞ,LATIN CAPITAL LETTER N WITH LONG RIGHT LEG (U+0220),c8a0
546,ȡ,LATIN SMALL LETTER D WITH CURL (U+0221),c8a1
547,Ȣ,LATIN CAPITAL LETTER OU (U+0222),c8a2
548,ȣ,LATIN SMALL LETTER OU (U+0223),c8a3
549,Ȥ,LATIN CAPITAL LETTER Z WITH HOOK (U+0224),c8a4
550,ȥ,LATIN SMALL LETTER Z WITH HOOK (U+0225),c8a5
551,Ȧ,LATIN CAPITAL LETTER A WITH DOT ABOVE (U+0226),c8a6
552,ȧ,LATIN SMALL LETTER A WITH DOT ABOVE (U+0227),c8a7
553,Ȩ,LATIN CAPITAL LETTER E WITH CEDILLA (U+0228),c8a8
554,ȩ,LATIN SMALL LETTER E WITH CEDILLA (U+0229),c8a9
555,Ȫ,LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON (U+022A),c8aa
556,ȫ,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON (U+022B),c8ab
557,Ȭ,LATIN CAPITAL LETTER O WITH TILDE AND MACRON (U+022C),c8ac
558,ȭ,LATIN SMALL LETTER O WITH TILDE AND MACRON (U+022D),c8ad
559,Ȯ,LATIN CAPITAL LETTER O WITH DOT ABOVE (U+022E),c8ae
560,ȯ,LATIN SMALL LETTER O WITH DOT ABOVE (U+022F),c8af
561,Ȱ,LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON (U+0230),c8b0
562,ȱ,LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON (U+0231),c8b1
563,Ȳ,LATIN CAPITAL LETTER Y WITH MACRON (U+0232),c8b2
564,ȳ,LATIN SMALL LETTER Y WITH MACRON (U+0233),c8b3
565,ȴ,LATIN SMALL LETTER L WITH CURL (U+0234),c8b4
566,ȵ,LATIN SMALL LETTER N WITH CURL (U+0235),c8b5
567,ȶ,LATIN SMALL LETTER T WITH CURL (U+0236),c8b6
568,ȷ,LATIN SMALL LETTER DOTLESS J (U+0237),c8b7
569,ȸ,LATIN SMALL LETTER DB DIGRAPH (U+0238),c8b8
570,ȹ,LATIN SMALL LETTER QP DIGRAPH (U+0239),c8b9
571,Ⱥ,LATIN CAPITAL LETTER A WITH STROKE (U+023A),c8ba
572,Ȼ,LATIN CAPITAL LETTER C WITH STROKE (U+023B),c8bb
573,ȼ,LATIN SMALL LETTER C WITH STROKE (U+023C),c8bc
574,Ƚ,LATIN CAPITAL LETTER L WITH BAR (U+023D),c8bd
575,Ⱦ,LATIN CAPITAL LETTER T WITH DIAGONAL STROKE (U+023E),c8be
576,ȿ,LATIN SMALL LETTER S WITH SWASH TAIL (U+023F),c8bf
577,ɀ,LATIN SMALL LETTER Z WITH SWASH TAIL (U+0240),c980
578,Ɂ,LATIN CAPITAL LETTER GLOTTAL STOP (U+0241),c981
579,ɂ,LATIN SMALL LETTER GLOTTAL STOP (U+0242),c982
580,Ƀ,LATIN CAPITAL LETTER B WITH STROKE (U+0243),c983
581,Ʉ,LATIN CAPITAL LETTER U BAR (U+0244),c984
582,Ʌ,LATIN CAPITAL LETTER TURNED V (U+0245),c985
583,Ɇ,LATIN CAPITAL LETTER E WITH STROKE (U+0246),c986
584,ɇ,LATIN SMALL LETTER E WITH STROKE (U+0247),c987
585,Ɉ,LATIN CAPITAL LETTER J WITH STROKE (U+0248),c988
586,ɉ,LATIN SMALL LETTER J WITH STROKE (U+0249),c989
587,Ɋ,LATIN CAPITAL LETTER SMALL Q WITH HOOK TAIL (U+024A),c98a
588,ɋ,LATIN SMALL LETTER Q WITH HOOK TAIL (U+024B),c98b
589,Ɍ,LATIN CAPITAL LETTER R WITH STROKE (U+024C),c98c
590,ɍ,LATIN SMALL LETTER R WITH STROKE (U+024D),c98d
591,Ɏ,LATIN CAPITAL LETTER Y WITH STROKE (U+024E),c98e
592,ɏ,LATIN SMALL LETTER Y WITH STROKE (U+024F),c98f
593,ɐ,LATIN SMALL LETTER TURNED A (U+0250),c990
594,ɑ,LATIN SMALL LETTER ALPHA (U+0251),c991
595,ɒ,LATIN SMALL LETTER TURNED ALPHA (U+0252),c992
596,ɓ,LATIN SMALL LETTER B WITH HOOK (U+0253),c993
597,ɔ,LATIN SMALL LETTER OPEN O (U+0254),c994
598,ɕ,LATIN SMALL LETTER C WITH CURL (U+0255),c995
599,ɖ,LATIN SMALL LETTER D WITH TAIL (U+0256),c996
600,ɗ,LATIN SMALL LETTER D WITH HOOK (U+0257),c997
601,ɘ,LATIN SMALL LETTER REVERSED E (U+0258),c998
602,ə,LATIN SMALL LETTER SCHWA (U+0259),c999
603,ɚ,LATIN SMALL LETTER SCHWA WITH HOOK (U+025A),c99a
604,ɛ,LATIN SMALL LETTER OPEN E (U+025B),c99b
605,ɜ,LATIN SMALL LETTER REVERSED OPEN E (U+025C),c99c
606,ɝ,LATIN SMALL LETTER REVERSED OPEN E WITH HOOK (U+025D),c99d
607,ɞ,LATIN SMALL LETTER CLOSED REVERSED OPEN E (U+025E),c99e
608,ɟ,LATIN SMALL LETTER DOTLESS J WITH STROKE (U+025F),c99f
609,ɠ,LATIN SMALL LETTER G WITH HOOK (U+0260),c9a0
610,ɡ,LATIN SMALL LETTER SCRIPT G (U+0261),c9a1
611,ɢ,LATIN LETTER SMALL CAPITAL G (U+0262),c9a2
612,ɣ,LATIN SMALL LETTER GAMMA (U+0263),c9a3
613,ɤ,LATIN SMALL LETTER RAMS HORN (U+0264),c9a4
614,ɥ,LATIN SMALL LETTER TURNED H (U+0265),c9a5
615,ɦ,LATIN SMALL LETTER H WITH HOOK (U+0266),c9a6
616,ɧ,LATIN SMALL LETTER HENG WITH HOOK (U+0267),c9a7
617,ɨ,LATIN SMALL LETTER I WITH STROKE (U+0268),c9a8
618,ɩ,LATIN SMALL LETTER IOTA (U+0269),c9a9
619,ɪ,LATIN LETTER SMALL CAPITAL I (U+026A),c9aa
620,ɫ,LATIN SMALL LETTER L WITH MIDDLE TILDE (U+026B),c9ab
621,ɬ,LATIN SMALL LETTER L WITH BELT (U+026C),c9ac
622,ɭ,LATIN SMALL LETTER L WITH RETROFLEX HOOK (U+026D),c9ad
623,ɮ,LATIN SMALL LETTER LEZH (U+026E),c9ae
624,ɯ,LATIN SMALL LETTER TURNED M (U+026F),c9af
625,ɰ,LATIN SMALL LETTER TURNED M WITH LONG LEG (U+0270),c9b0
626,ɱ,LATIN SMALL LETTER M WITH HOOK (U+0271),c9b1
627,ɲ,LATIN SMALL LETTER N WITH LEFT HOOK (U+0272),c9b2
628,ɳ,LATIN SMALL LETTER N WITH RETROFLEX HOOK (U+0273),c9b3
629,ɴ,LATIN LETTER SMALL CAPITAL N (U+0274),c9b4
630,ɵ,LATIN SMALL LETTER BARRED O (U+0275),c9b5
631,ɶ,LATIN LETTER SMALL CAPITAL OE (U+0276),c9b6
632,ɷ,LATIN SMALL LETTER CLOSED OMEGA (U+0277),c9b7
633,ɸ,LATIN SMALL LETTER PHI (U+0278),c9b8
634,ɹ,LATIN SMALL LETTER TURNED R (U+0279),c9b9
635,ɺ,LATIN SMALL LETTER TURNED R WITH LONG LEG (U+027A),c9ba
636,ɻ,LATIN SMALL LETTER TURNED R WITH HOOK (U+027B),c9bb
637,ɼ,LATIN SMALL LETTER R WITH LONG LEG (U+027C),c9bc
638,ɽ,LATIN SMALL LETTER R WITH TAIL (U+027D),c9bd
639,ɾ,LATIN SMALL LETTER R WITH FISHHOOK (U+027E),c9be
640,ɿ,LATIN SMALL LETTER REVERSED R WITH FISHHOOK (U+027F),c9bf
641,ʀ,LATIN LETTER SMALL CAPITAL R (U+0280),ca80
642,ʁ,LATIN LETTER SMALL CAPITAL INVERTED R (U+0281),ca81
643,ʂ,LATIN SMALL LETTER S WITH HOOK (U+0282),ca82
644,ʃ,LATIN SMALL LETTER ESH (U+0283),ca83
645,ʄ,LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK (U+0284),ca84
646,ʅ,LATIN SMALL LETTER SQUAT REVERSED ESH (U+0285),ca85
647,ʆ,LATIN SMALL LETTER ESH WITH CURL (U+0286),ca86
648,ʇ,LATIN SMALL LETTER TURNED T (U+0287),ca87
649,ʈ,LATIN SMALL LETTER T WITH RETROFLEX HOOK (U+0288),ca88
650,ʉ,LATIN SMALL LETTER U BAR (U+0289),ca89
651,ʊ,LATIN SMALL LETTER UPSILON (U+028A),ca8a
652,ʋ,LATIN SMALL LETTER V WITH HOOK (U+028B),ca8b
653,ʌ,LATIN SMALL LETTER TURNED V (U+028C),ca8c
654,ʍ,LATIN SMALL LETTER TURNED W (U+028D),ca8d
655,ʎ,LATIN SMALL LETTER TURNED Y (U+028E),ca8e
656,ʏ,LATIN LETTER SMALL CAPITAL Y (U+028F),ca8f
657,ʐ,LATIN SMALL LETTER Z WITH RETROFLEX HOOK (U+0290),ca90
658,ʑ,LATIN SMALL LETTER Z WITH CURL (U+0291),ca91
659,ʒ,LATIN SMALL LETTER EZH (U+0292),ca92
660,ʓ,LATIN SMALL LETTER EZH WITH CURL (U+0293),ca93
661,ʔ,LATIN LETTER GLOTTAL STOP (U+0294),ca94
662,ʕ,LATIN LETTER PHARYNGEAL VOICED FRICATIVE (U+0295),ca95
663,ʖ,LATIN LETTER INVERTED GLOTTAL STOP (U+0296),ca96
664,ʗ,LATIN LETTER STRETCHED C (U+0297),ca97
665,ʘ,LATIN LETTER BILABIAL CLICK (U+0298),ca98
666,ʙ,LATIN LETTER SMALL CAPITAL B (U+0299),ca99
667,ʚ,LATIN SMALL LETTER CLOSED OPEN E (U+029A),ca9a
668,ʛ,LATIN LETTER SMALL CAPITAL G WITH HOOK (U+029B),ca9b
669,ʜ,LATIN LETTER SMALL CAPITAL H (U+029C),ca9c
670,ʝ,LATIN SMALL LETTER J WITH CROSSED-TAIL (U+029D),ca9d
671,ʞ,LATIN SMALL LETTER TURNED K (U+029E),ca9e
672,ʟ,LATIN LETTER SMALL CAPITAL L (U+029F),ca9f
673,ʠ,LATIN SMALL LETTER Q WITH HOOK (U+02A0),caa0
674,ʡ,LATIN LETTER GLOTTAL STOP WITH STROKE (U+02A1),caa1
675,ʢ,LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE (U+02A2),caa2
676,ʣ,LATIN SMALL LETTER DZ DIGRAPH (U+02A3),caa3
677,ʤ,LATIN SMALL LETTER DEZH DIGRAPH (U+02A4),caa4
678,ʥ,LATIN SMALL LETTER DZ DIGRAPH WITH CURL (U+02A5),caa5
679,ʦ,LATIN SMALL LETTER TS DIGRAPH (U+02A6),caa6
680,ʧ,LATIN SMALL LETTER TESH DIGRAPH (U+02A7),caa7
681,ʨ,LATIN SMALL LETTER TC DIGRAPH WITH CURL (U+02A8),caa8
682,ʩ,LATIN SMALL LETTER FENG DIGRAPH (U+02A9),caa9
683,ʪ,LATIN SMALL LETTER LS DIGRAPH (U+02AA),caaa
684,ʫ,LATIN SMALL LETTER LZ DIGRAPH (U+02AB),caab
685,ʬ,LATIN LETTER BILABIAL PERCUSSIVE (U+02AC),caac
686,ʭ,LATIN LETTER BIDENTAL PERCUSSIVE (U+02AD),caad
687,ʮ,LATIN SMALL LETTER TURNED H WITH FISHHOOK (U+02AE),caae
688,ʯ,LATIN SMALL LETTER TURNED H WITH FISHHOOK AND TAIL (U+02AF),caaf
689,ʰ,MODIFIER LETTER SMALL H (U+02B0),cab0
690,ʱ,MODIFIER LETTER SMALL H WITH HOOK (U+02B1),cab1
691,ʲ,MODIFIER LETTER SMALL J (U+02B2),cab2
692,ʳ,MODIFIER LETTER SMALL R (U+02B3),cab3
693,ʴ,MODIFIER LETTER SMALL TURNED R (U+02B4),cab4
694,ʵ,MODIFIER LETTER SMALL TURNED R WITH HOOK (U+02B5),cab5
695,ʶ,MODIFIER LETTER SMALL CAPITAL INVERTED R (U+02B6),cab6
696,ʷ,MODIFIER LETTER SMALL W (U+02B7),cab7
697,ʸ,MODIFIER LETTER SMALL Y (U+02B8),cab8
698,ʹ,MODIFIER LETTER PRIME (U+02B9),cab9
699,ʺ,MODIFIER LETTER DOUBLE PRIME (U+02BA),caba
700,ʻ,MODIFIER LETTER TURNED COMMA (U+02BB),cabb
701,ʼ,MODIFIER LETTER APOSTROPHE (U+02BC),cabc
702,ʽ,MODIFIER LETTER REVERSED COMMA (U+02BD),cabd
703,ʾ,MODIFIER LETTER RIGHT HALF RING (U+02BE),cabe
704,ʿ,MODIFIER LETTER LEFT HALF RING (U+02BF),cabf
705,ˀ,MODIFIER LETTER GLOTTAL STOP (U+02C0),cb80
706,ˁ,MODIFIER LETTER REVERSED GLOTTAL STOP (U+02C1),cb81
707,˂,MODIFIER LETTER LEFT ARROWHEAD (U+02C2),cb82
708,˃,MODIFIER LETTER RIGHT ARROWHEAD (U+02C3),cb83
709,˄,MODIFIER LETTER UP ARROWHEAD (U+02C4),cb84
710,˅,MODIFIER LETTER DOWN ARROWHEAD (U+02C5),cb85
711,ˆ,MODIFIER LETTER CIRCUMFLEX ACCENT (U+02C6),cb86
712,ˇ,CARON (U+02C7),cb87
713,ˈ,MODIFIER LETTER VERTICAL LINE (U+02C8),cb88
714,ˉ,MODIFIER LETTER MACRON (U+02C9),cb89
715,ˊ,MODIFIER LETTER ACUTE ACCENT (U+02CA),cb8a
716,ˋ,MODIFIER LETTER GRAVE ACCENT (U+02CB),cb8b
717,ˌ,MODIFIER LETTER LOW VERTICAL LINE (U+02CC),cb8c
718,ˍ,MODIFIER LETTER LOW MACRON (U+02CD),cb8d
719,ˎ,MODIFIER LETTER LOW GRAVE ACCENT (U+02CE),cb8e
720,ˏ,MODIFIER LETTER LOW ACUTE ACCENT (U+02CF),cb8f
721,ː,MODIFIER LETTER TRIANGULAR COLON (U+02D0),cb90
722,ˑ,MODIFIER LETTER HALF TRIANGULAR COLON (U+02D1),cb91
723,˒,MODIFIER LETTER CENTRED RIGHT HALF RING (U+02D2),cb92
724,˓,MODIFIER LETTER CENTRED LEFT HALF RING (U+02D3),cb93
725,˔,MODIFIER LETTER UP TACK (U+02D4),cb94
726,˕,MODIFIER LETTER DOWN TACK (U+02D5),cb95
727,˖,MODIFIER LETTER PLUS SIGN (U+02D6),cb96
728,˗,MODIFIER LETTER MINUS SIGN (U+02D7),cb97
729,˘,BREVE (U+02D8),cb98
730,˙,DOT ABOVE (U+02D9),cb99
731,˚,RING ABOVE (U+02DA),cb9a
732,˛,OGONEK (U+02DB),cb9b
733,˜,SMALL TILDE (U+02DC),cb9c
734,˝,DOUBLE ACUTE ACCENT (U+02DD),cb9d
735,˞,MODIFIER LETTER RHOTIC HOOK (U+02DE),cb9e
736,˟,MODIFIER LETTER CROSS ACCENT (U+02DF),cb9f
737,ˠ,MODIFIER LETTER SMALL GAMMA (U+02E0),cba0
738,ˡ,MODIFIER LETTER SMALL L (U+02E1),cba1
739,ˢ,MODIFIER LETTER SMALL S (U+02E2),cba2
740,ˣ,MODIFIER LETTER SMALL X (U+02E3),cba3
741,ˤ,MODIFIER LETTER SMALL REVERSED GLOTTAL STOP (U+02E4),cba4
742,˥,MODIFIER LETTER EXTRA-HIGH TONE BAR (U+02E5),cba5
743,˦,MODIFIER LETTER HIGH TONE BAR (U+02E6),cba6
744,˧,MODIFIER LETTER MID TONE BAR (U+02E7),cba7
745,˨,MODIFIER LETTER LOW TONE BAR (U+02E8),cba8
746,˩,MODIFIER LETTER EXTRA-LOW TONE BAR (U+02E9),cba9
747,˪,MODIFIER LETTER YIN DEPARTING TONE MARK (U+02EA),cbaa
748,˫,MODIFIER LETTER YANG DEPARTING TONE MARK (U+02EB),cbab
749,ˬ,MODIFIER LETTER VOICING (U+02EC),cbac
750,˭,MODIFIER LETTER UNASPIRATED (U+02ED),cbad
751,ˮ,MODIFIER LETTER DOUBLE APOSTROPHE (U+02EE),cbae
752,˯,MODIFIER LETTER LOW DOWN ARROWHEAD (U+02EF),cbaf
753,˰,MODIFIER LETTER LOW UP ARROWHEAD (U+02F0),cbb0
754,˱,MODIFIER LETTER LOW LEFT ARROWHEAD (U+02F1),cbb1
755,˲,MODIFIER LETTER LOW RIGHT ARROWHEAD (U+02F2),cbb2
756,˳,MODIFIER LETTER LOW RING (U+02F3),cbb3
757,˴,MODIFIER LETTER MIDDLE GRAVE ACCENT (U+02F4),cbb4
758,˵,MODIFIER LETTER MIDDLE DOUBLE GRAVE ACCENT (U+02F5),cbb5
759,˶,MODIFIER LETTER MIDDLE DOUBLE ACUTE ACCENT (U+02F6),cbb6
760,˷,MODIFIER LETTER LOW TILDE (U+02F7),cbb7
761,˸,MODIFIER LETTER RAISED COLON (U+02F8),cbb8
762,˹,MODIFIER LETTER BEGIN HIGH TONE (U+02F9),cbb9
763,˺,MODIFIER LETTER END HIGH TONE (U+02FA),cbba
764,˻,MODIFIER LETTER BEGIN LOW TONE (U+02FB),cbbb
765,˼,MODIFIER LETTER END LOW TONE (U+02FC),cbbc
766,˽,MODIFIER LETTER SHELF (U+02FD),cbbd
767,˾,MODIFIER LETTER OPEN SHELF (U+02FE),cbbe
768,˿,MODIFIER LETTER LOW LEFT ARROW (U+02FF),cbbf
769,̀,COMBINING GRAVE ACCENT (U+0300),cc80
770,́,COMBINING ACUTE ACCENT (U+0301),cc81
771,̂,COMBINING CIRCUMFLEX ACCENT (U+0302),cc82
772,̃,COMBINING TILDE (U+0303),cc83
773,̄,COMBINING MACRON (U+0304),cc84
774,̅,COMBINING OVERLINE (U+0305),cc85
775,̆,COMBINING BREVE (U+0306),cc86
776,̇,COMBINING DOT ABOVE (U+0307),cc87
777,̈,COMBINING DIAERESIS (U+0308),cc88
778,̉,COMBINING HOOK ABOVE (U+0309),cc89
779,̊,COMBINING RING ABOVE (U+030A),cc8a
780,̋,COMBINING DOUBLE ACUTE ACCENT (U+030B),cc8b
781,̌,COMBINING CARON (U+030C),cc8c
782,̍,COMBINING VERTICAL LINE ABOVE (U+030D),cc8d
783,̎,COMBINING DOUBLE VERTICAL LINE ABOVE (U+030E),cc8e
784,̏,COMBINING DOUBLE GRAVE ACCENT (U+030F),cc8f
785,̐,COMBINING CANDRABINDU (U+0310),cc90
786,̑,COMBINING INVERTED BREVE (U+0311),cc91
787,̒,COMBINING TURNED COMMA ABOVE (U+0312),cc92
788,̓,COMBINING COMMA ABOVE (U+0313),cc93
789,̔,COMBINING REVERSED COMMA ABOVE (U+0314),cc94
790,̕,COMBINING COMMA ABOVE RIGHT (U+0315),cc95
791,̖,COMBINING GRAVE ACCENT BELOW (U+0316),cc96
