,0,1,2
960,Ὢ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA (U+1F6A),e1bdaa
961,Ὣ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA (U+1F6B),e1bdab
962,Ὤ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA (U+1F6C),e1bdac
963,Ὥ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND OXIA (U+1F6D),e1bdad
964,Ὦ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND PERISPOMENI (U+1F6E),e1bdae
965,Ὧ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI (U+1F6F),e1bdaf
966,ὰ,GREEK SMALL LETTER ALPHA WITH VARIA (U+1F70),e1bdb0
967,ά,GREEK SMALL LETTER ALPHA WITH OXIA (U+1F71),e1bdb1
968,ὲ,GREEK SMALL LETTER EPSILON WITH VARIA (U+1F72),e1bdb2
969,έ,GREEK SMALL LETTER EPSILON WITH OXIA (U+1F73),e1bdb3
970,ὴ,GREEK SMALL LETTER ETA WITH VARIA (U+1F74),e1bdb4
971,ή,GREEK SMALL LETTER ETA WITH OXIA (U+1F75),e1bdb5
972,ὶ,GREEK SMALL LETTER IOTA WITH VARIA (U+1F76),e1bdb6
973,ί,GREEK SMALL LETTER IOTA WITH OXIA (U+1F77),e1bdb7
974,ὸ,GREEK SMALL LETTER OMICRON WITH VARIA (U+1F78),e1bdb8
975,ό,GREEK SMALL LETTER OMICRON WITH OXIA (U+1F79),e1bdb9
976,ὺ,GREEK SMALL LETTER UPSILON WITH VARIA (U+1F7A),e1bdba
977,ύ,GREEK SMALL LETTER UPSILON WITH OXIA (U+1F7B),e1bdbb
978,ὼ,GREEK SMALL LETTER OMEGA WITH VARIA (U+1F7C),e1bdbc
979,ώ,GREEK SMALL LETTER OMEGA WITH OXIA (U+1F7D),e1bdbd
980,ᾀ,GREEK SMALL LETTER ALPHA WITH PSILI AND YPOGEGRAMMENI (U+1F80),e1be80
981,ᾁ,GREEK SMALL LETTER ALPHA WITH DASIA AND YPOGEGRAMMENI (U+1F81),e1be81
982,ᾂ,GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA AND YPOGEGRAMMENI (U+1F82),e1be82
983,ᾃ,GREEK SMALL LETTER ALPHA WITH DASIA AND VARIA AND YPOGEGRAMMENI (U+1F83),e1be83
984,ᾄ,GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA AND YPOGEGRAMMENI (U+1F84),e1be84
985,ᾅ,GREEK SMALL LETTER ALPHA WITH DASIA AND OXIA AND YPOGEGRAMMENI (U+1F85),e1be85
986,ᾆ,GREEK SMALL LETTER ALPHA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI (U+1F86),e1be86
987,ᾇ,GREEK SMALL LETTER ALPHA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI (U+1F87),e1be87
988,ᾈ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PROSGEGRAMMENI (U+1F88),e1be88
989,ᾉ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PROSGEGRAMMENI (U+1F89),e1be89
990,ᾊ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND VARIA AND PROSGEGRAMMENI (U+1F8A),e1be8a
991,ᾋ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND VARIA AND PROSGEGRAMMENI (U+1F8B),e1be8b
992,ᾌ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND OXIA AND PROSGEGRAMMENI (U+1F8C),e1be8c
993,ᾍ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND OXIA AND PROSGEGRAMMENI (U+1F8D),e1be8d
994,ᾎ,GREEK CAPITAL LETTER ALPHA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI (U+1F8E),e1be8e
995,ᾏ,GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI (U+1F8F),e1be8f
996,ᾐ,GREEK SMALL LETTER ETA WITH PSILI AND YPOGEGRAMMENI (U+1F90),e1be90
997,ᾑ,GREEK SMALL LETTER ETA WITH DASIA AND YPOGEGRAMMENI (U+1F91),e1be91
998,ᾒ,GREEK SMALL LETTER ETA WITH PSILI AND VARIA AND YPOGEGRAMMENI (U+1F92),e1be92
999,ᾓ,GREEK SMALL LETTER ETA WITH DASIA AND VARIA AND YPOGEGRAMMENI (U+1F93),e1be93
1000,ᾔ,GREEK SMALL LETTER ETA WITH PSILI AND OXIA AND YPOGEGRAMMENI (U+1F94),e1be94
1001,ᾕ,GREEK SMALL LETTER ETA WITH DASIA AND OXIA AND YPOGEGRAMMENI (U+1F95),e1be95
1002,ᾖ,GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI (U+1F96),e1be96
1003,ᾗ,GREEK SMALL LETTER ETA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI (U+1F97),e1be97
1004,ᾘ,GREEK CAPITAL LETTER ETA WITH PSILI AND PROSGEGRAMMENI (U+1F98),e1be98
1005,ᾙ,GREEK CAPITAL LETTER ETA WITH DASIA AND PROSGEGRAMMENI (U+1F99),e1be99
1006,ᾚ,GREEK CAPITAL LETTER ETA WITH PSILI AND VARIA AND PROSGEGRAMMENI (U+1F9A),e1be9a
1007,ᾛ,GREEK CAPITAL LETTER ETA WITH DASIA AND VARIA AND PROSGEGRAMMENI (U+1F9B),e1be9b
1008,ᾜ,GREEK CAPITAL LETTER ETA WITH PSILI AND OXIA AND PROSGEGRAMMENI (U+1F9C),e1be9c
1009,ᾝ,GREEK CAPITAL LETTER ETA WITH DASIA AND OXIA AND PROSGEGRAMMENI (U+1F9D),e1be9d
1010,ᾞ,GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI AND PROSGEGRAMMENI (U+1F9E),e1be9e
1011,ᾟ,GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI (U+1F9F),e1be9f
1012,ᾠ,GREEK SMALL LETTER OMEGA WITH PSILI AND YPOGEGRAMMENI (U+1FA0),e1bea0
1013,ᾡ,GREEK SMALL LETTER OMEGA WITH DASIA AND YPOGEGRAMMENI (U+1FA1),e1bea1
1014,ᾢ,GREEK SMALL LETTER OMEGA WITH PSILI AND VARIA AND YPOGEGRAMMENI (U+1FA2),e1bea2
1015,ᾣ,GREEK SMALL LETTER OMEGA WITH DASIA AND VARIA AND YPOGEGRAMMENI (U+1FA3),e1bea3
1016,ᾤ,GREEK SMALL LETTER OMEGA WITH PSILI AND OXIA AND YPOGEGRAMMENI (U+1FA4),e1bea4
1017,ᾥ,GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA AND YPOGEGRAMMENI (U+1FA5),e1bea5
1018,ᾦ,GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI (U+1FA6),e1bea6
1019,ᾧ,GREEK SMALL LETTER OMEGA WITH DASIA AND PERISPOMENI AND YPOGEGRAMMENI (U+1FA7),e1bea7
1020,ᾨ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND PROSGEGRAMMENI (U+1FA8),e1bea8
1021,ᾩ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND PROSGEGRAMMENI (U+1FA9),e1bea9
1022,ᾪ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND VARIA AND PROSGEGRAMMENI (U+1FAA),e1beaa
1023,ᾫ,GREEK CAPITAL LETTER OMEGA WITH DASIA AND VARIA AND PROSGEGRAMMENI (U+1FAB),e1beab
1024,ᾬ,GREEK CAPITAL LETTER OMEGA WITH PSILI AND OXIA AND PROSGEGRAMMENI (U+1FAC),e1beac
1025,More...,,
